"Notes"	"State"	"State Code"	"Drug/Alcohol Induced"	"Drug/Alcohol Induced Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Kansas"	"20"	"Alcohol-induced causes"	"A"	"55-59 years"	"55-59"	734	3362703	21.8
	"Kansas"	"20"	"Alcohol-induced causes"	"A"	"60-64 years "	"60-64"	600	2773392	21.6
	"Kansas"	"20"	"Alcohol-induced causes"	"A"	"65-69 years"	"65-69"	375	2204141	17.0
	"Kansas"	"20"	"Alcohol-induced causes"	"A"	"70-74 years"	"70-74"	223	1761783	12.7
	"Kansas"	"20"	"Alcohol-induced causes"	"A"	"75-79 years"	"75-79"	120	1448337	8.3
	"Kansas"	"20"	"Alcohol-induced causes"	"A"	"80-84 years"	"80-84"	70	1120142	6.2
	"Kansas"	"20"	"Alcohol-induced causes"	"A"	"85-89 years"	"85-89"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"< 1 year"	"1"	5336	783732	680.8
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"1-4 years"	"1-4"	1003	3128584	32.1
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"5-9 years"	"5-9"	556	3946298	14.1
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"10-14 years"	"10-14"	740	3999946	18.5
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"15-19 years"	"15-19"	2392	4113419	58.2
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"20-24 years"	"20-24"	3410	4165094	81.9
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"25-29 years"	"25-29"	3177	3656081	86.9
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"30-34 years"	"30-34"	3349	3639663	92.0
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"35-39 years"	"35-39"	4465	3636732	122.8
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"40-44 years"	"40-44"	6747	3736840	180.6
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"45-49 years"	"45-49"	10934	3833662	285.2
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"50-54 years"	"50-54"	16668	3747880	444.7
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"55-59 years"	"55-59"	22933	3362703	682.0
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"60-64 years "	"60-64"	29430	2773392	1061.2
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"65-69 years"	"65-69"	35372	2204141	1604.8
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"70-74 years"	"70-74"	44326	1761783	2516.0
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"75-79 years"	"75-79"	58096	1448337	4011.2
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"80-84 years"	"80-84"	73327	1120142	6546.2
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"85-89 years"	"85-89"	78696	Not Applicable	Not Applicable
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"90-94 years"	"90-94"	60450	Not Applicable	Not Applicable
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"95-99 years"	"95-99"	26255	Not Applicable	Not Applicable
	"Kansas"	"20"	"All other non-drug and non-alcohol causes"	"O"	"100+ years"	"100+"	6016	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Drug-induced causes"	"D"	"< 1 year"	"1"	11	1101880	Unreliable
	"Kentucky"	"21"	"Drug-induced causes"	"D"	"1-4 years"	"1-4"	16	4392539	Unreliable
	"Kentucky"	"21"	"Drug-induced causes"	"D"	"10-14 years"	"10-14"	10	5684448	Unreliable
	"Kentucky"	"21"	"Drug-induced causes"	"D"	"15-19 years"	"15-19"	258	5774435	4.5
	"Kentucky"	"21"	"Drug-induced causes"	"D"	"20-24 years"	"20-24"	1062	5970087	17.8
	"Kentucky"	"21"	"Drug-induced causes"	"D"	"25-29 years"	"25-29"	1771	5652346	31.3
	"Kentucky"	"21"	"Drug-induced causes"	"D"	"30-34 years"	"30-34"	2190	5631274	38.9
	"Kentucky"	"21"	"Drug-induced causes"	"D"	"35-39 years"	"35-39"	2487	5823407	42.7
	"Kentucky"	"21"	"Drug-induced causes"	"D"	"40-44 years"	"40-44"	2532	6012667	42.1
	"Kentucky"	"21"	"Drug-induced causes"	"D"	"45-49 years"	"45-49"	2500	6128893	40.8
	"Kentucky"	"21"	"Drug-induced causes"	"D"	"50-54 years"	"50-54"	2100	5985713	35.1
	"Kentucky"	"21"	"Drug-induced causes"	"D"	"55-59 years"	"55-59"	1318	5428897	24.3
	"Kentucky"	"21"	"Drug-induced causes"	"D"	"60-64 years "	"60-64"	615	4604389	13.4
	"Kentucky"	"21"	"Drug-induced causes"	"D"	"65-69 years"	"65-69"	262	3719683	7.0
	"Kentucky"	"21"	"Drug-induced causes"	"D"	"70-74 years"	"70-74"	149	2885568	5.2
	"Kentucky"	"21"	"Drug-induced causes"	"D"	"75-79 years"	"75-79"	95	2192575	4.3
	"Kentucky"	"21"	"Drug-induced causes"	"D"	"80-84 years"	"80-84"	61	1528328	4.0
	"Kentucky"	"21"	"Drug-induced causes"	"D"	"85-89 years"	"85-89"	55	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Drug-induced causes"	"D"	"90-94 years"	"90-94"	17	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	"15-19 years"	"15-19"	12	5774435	Unreliable
	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	"20-24 years"	"20-24"	38	5970087	0.6
	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	"25-29 years"	"25-29"	78	5652346	1.4
	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	"30-34 years"	"30-34"	168	5631274	3.0
	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	"35-39 years"	"35-39"	333	5823407	5.7
	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	"40-44 years"	"40-44"	569	6012667	9.5
	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	"45-49 years"	"45-49"	852	6128893	13.9
	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	"50-54 years"	"50-54"	1146	5985713	19.1
	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	"55-59 years"	"55-59"	1116	5428897	20.6
	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	"60-64 years "	"60-64"	851	4604389	18.5
	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	"65-69 years"	"65-69"	548	3719683	14.7
	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	"70-74 years"	"70-74"	328	2885568	11.4
	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	"75-79 years"	"75-79"	186	2192575	8.5
	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	"80-84 years"	"80-84"	103	1528328	6.7
	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	"85-89 years"	"85-89"	43	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Alcohol-induced causes"	"A"	"90-94 years"	"90-94"	10	Not Applicable	Not Applicable
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"< 1 year"	"1"	7579	1101880	687.8
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"1-4 years"	"1-4"	1411	4392539	32.1
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"5-9 years"	"5-9"	853	5558537	15.3
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"10-14 years"	"10-14"	1104	5684448	19.4
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"15-19 years"	"15-19"	3646	5774435	63.1
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"20-24 years"	"20-24"	5204	5970087	87.2
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"25-29 years"	"25-29"	5865	5652346	103.8
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"30-34 years"	"30-34"	7100	5631274	126.1
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"35-39 years"	"35-39"	9625	5823407	165.3
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"40-44 years"	"40-44"	14932	6012667	248.3
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"45-49 years"	"45-49"	23555	6128893	384.3
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"50-54 years"	"50-54"	35690	5985713	596.3
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"55-59 years"	"55-59"	49025	5428897	903.0
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"60-64 years "	"60-64"	61919	4604389	1344.8
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"65-69 years"	"65-69"	75565	3719683	2031.5
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"70-74 years"	"70-74"	89505	2885568	3101.8
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"75-79 years"	"75-79"	105051	2192575	4791.2
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"80-84 years"	"80-84"	114899	1528328	7518.0
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"85-89 years"	"85-89"	108656	Not Applicable	Not Applicable
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"90-94 years"	"90-94"	72257	Not Applicable	Not Applicable
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"95-99 years"	"95-99"	26749	Not Applicable	Not Applicable
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"100+ years"	"100+"	5452	Not Applicable	Not Applicable
	"Kentucky"	"21"	"All other non-drug and non-alcohol causes"	"O"	"Not Stated"	"NS"	24	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"< 1 year"	"1"	14	1256025	Unreliable
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"1-4 years"	"1-4"	18	4993639	Unreliable
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"10-14 years"	"10-14"	17	6399761	Unreliable
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"15-19 years"	"15-19"	287	6572274	4.4
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"20-24 years"	"20-24"	1072	6789602	15.8
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"25-29 years"	"25-29"	1585	6398812	24.8
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"30-34 years"	"30-34"	1671	6061434	27.6
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"35-39 years"	"35-39"	1801	5998115	30.0
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"40-44 years"	"40-44"	1912	6129369	31.2
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"45-49 years"	"45-49"	1897	6277439	30.2
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"50-54 years"	"50-54"	1528	6134828	24.9
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"55-59 years"	"55-59"	1150	5519577	20.8
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"60-64 years "	"60-64"	517	4581879	11.3
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"65-69 years"	"65-69"	242	3646048	6.6
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"70-74 years"	"70-74"	142	2839147	5.0
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"75-79 years"	"75-79"	103	2174954	4.7
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"80-84 years"	"80-84"	81	1519965	5.3
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"85-89 years"	"85-89"	59	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"90-94 years"	"90-94"	27	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Drug-induced causes"	"D"	"95-99 years"	"95-99"	10	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Alcohol-induced causes"	"A"	"15-19 years"	"15-19"	14	6572274	Unreliable
	"Louisiana"	"22"	"Alcohol-induced causes"	"A"	"20-24 years"	"20-24"	18	6789602	Unreliable
	"Louisiana"	"22"	"Alcohol-induced causes"	"A"	"25-29 years"	"25-29"	52	6398812	0.8
	"Louisiana"	"22"	"Alcohol-induced causes"	"A"	"30-34 years"	"30-34"	129	6061434	2.1
	"Louisiana"	"22"	"Alcohol-induced causes"	"A"	"35-39 years"	"35-39"	242	5998115	4.0
	"Louisiana"	"22"	"Alcohol-induced causes"	"A"	"40-44 years"	"40-44"	504	6129369	8.2
	"Louisiana"	"22"	"Alcohol-induced causes"	"A"	"45-49 years"	"45-49"	728	6277439	11.6
	"Louisiana"	"22"	"Alcohol-induced causes"	"A"	"50-54 years"	"50-54"	974	6134828	15.9
	"Louisiana"	"22"	"Alcohol-induced causes"	"A"	"55-59 years"	"55-59"	868	5519577	15.7
	"Louisiana"	"22"	"Alcohol-induced causes"	"A"	"60-64 years "	"60-64"	722	4581879	15.8
	"Louisiana"	"22"	"Alcohol-induced causes"	"A"	"65-69 years"	"65-69"	423	3646048	11.6
	"Louisiana"	"22"	"Alcohol-induced causes"	"A"	"70-74 years"	"70-74"	242	2839147	8.5
	"Louisiana"	"22"	"Alcohol-induced causes"	"A"	"75-79 years"	"75-79"	147	2174954	6.8
	"Louisiana"	"22"	"Alcohol-induced causes"	"A"	"80-84 years"	"80-84"	74	1519965	4.9
	"Louisiana"	"22"	"Alcohol-induced causes"	"A"	"85-89 years"	"85-89"	26	Not Applicable	Not Applicable
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"< 1 year"	"1"	11232	1256025	894.2
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"1-4 years"	"1-4"	2209	4993639	44.2
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"5-9 years"	"5-9"	1213	6225266	19.5
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"10-14 years"	"10-14"	1536	6399761	24.0
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"15-19 years"	"15-19"	5214	6572274	79.3
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"20-24 years"	"20-24"	8238	6789602	121.3
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"25-29 years"	"25-29"	8375	6398812	130.9
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"30-34 years"	"30-34"	9360	6061434	154.4
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"35-39 years"	"35-39"	11952	5998115	199.3
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"40-44 years"	"40-44"	17230	6129369	281.1
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"45-49 years"	"45-49"	26470	6277439	421.7
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"50-54 years"	"50-54"	39372	6134828	641.8
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"55-59 years"	"55-59"	52901	5519577	958.4
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"60-64 years "	"60-64"	62779	4581879	1370.2
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"65-69 years"	"65-69"	72150	3646048	1978.9
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"70-74 years"	"70-74"	85405	2839147	3008.1
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"75-79 years"	"75-79"	99919	2174954	4594.1
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"80-84 years"	"80-84"	110997	1519965	7302.6
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"85-89 years"	"85-89"	103344	Not Applicable	Not Applicable
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"90-94 years"	"90-94"	67930	Not Applicable	Not Applicable
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"95-99 years"	"95-99"	25268	Not Applicable	Not Applicable
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"100+ years"	"100+"	5379	Not Applicable	Not Applicable
	"Louisiana"	"22"	"All other non-drug and non-alcohol causes"	"O"	"Not Stated"	"NS"	23	Not Applicable	Not Applicable
	"Maine"	"23"	"Drug-induced causes"	"D"	"15-19 years"	"15-19"	54	1757652	3.1
	"Maine"	"23"	"Drug-induced causes"	"D"	"20-24 years"	"20-24"	263	1543631	17.0
	"Maine"	"23"	"Drug-induced causes"	"D"	"25-29 years"	"25-29"	434	1468779	29.5
	"Maine"	"23"	"Drug-induced causes"	"D"	"30-34 years"	"30-34"	469	1543728	30.4
	"Maine"	"23"	"Drug-induced causes"	"D"	"35-39 years"	"35-39"	516	1710493	30.2
	"Maine"	"23"	"Drug-induced causes"	"D"	"40-44 years"	"40-44"	481	1902074	25.3
	"Maine"	"23"	"Drug-induced causes"	"D"	"45-49 years"	"45-49"	524	2037570	25.7
	"Maine"	"23"	"Drug-induced causes"	"D"	"50-54 years"	"50-54"	418	2059663	20.3
	"Maine"	"23"	"Drug-induced causes"	"D"	"55-59 years"	"55-59"	279	1902564	14.7
	"Maine"	"23"	"Drug-induced causes"	"D"	"60-64 years "	"60-64"	151	1619645	9.3
	"Maine"	"23"	"Drug-induced causes"	"D"	"65-69 years"	"65-69"	78	1315532	5.9
	"Maine"	"23"	"Drug-induced causes"	"D"	"70-74 years"	"70-74"	47	1027252	4.6
	"Maine"	"23"	"Drug-induced causes"	"D"	"75-79 years"	"75-79"	19	800565	Unreliable
	"Maine"	"23"	"Drug-induced causes"	"D"	"80-84 years"	"80-84"	25	587658	4.3
	"Maine"	"23"	"Drug-induced causes"	"D"	"85-89 years"	"85-89"	27	Not Applicable	Not Applicable
	"Maine"	"23"	"Drug-induced causes"	"D"	"90-94 years"	"90-94"	11	Not Applicable	Not Applicable
	"Maine"	"23"	"Alcohol-induced causes"	"A"	"25-29 years"	"25-29"	18	1468779	Unreliable
	"Maine"	"23"	"Alcohol-induced causes"	"A"	"30-34 years"	"30-34"	47	1543728	3.0
	"Maine"	"23"	"Alcohol-induced causes"	"A"	"35-39 years"	"35-39"	88	1710493	5.1
	"Maine"	"23"	"Alcohol-induced causes"	"A"	"40-44 years"	"40-44"	197	1902074	10.4
	"Maine"	"23"	"Alcohol-induced causes"	"A"	"45-49 years"	"45-49"	343	2037570	16.8
	"Maine"	"23"	"Alcohol-induced causes"	"A"	"50-54 years"	"50-54"	500	2059663	24.3
	"Maine"	"23"	"Alcohol-induced causes"	"A"	"55-59 years"	"55-59"	449	1902564	23.6
	"Maine"	"23"	"Alcohol-induced causes"	"A"	"60-64 years "	"60-64"	363	1619645	22.4
	"Maine"	"23"	"Alcohol-induced causes"	"A"	"65-69 years"	"65-69"	287	1315532	21.8
	"Maine"	"23"	"Alcohol-induced causes"	"A"	"70-74 years"	"70-74"	168	1027252	16.4
	"Maine"	"23"	"Alcohol-induced causes"	"A"	"75-79 years"	"75-79"	121	800565	15.1
	"Maine"	"23"	"Alcohol-induced causes"	"A"	"80-84 years"	"80-84"	65	587658	11.1
	"Maine"	"23"	"Alcohol-induced causes"	"A"	"85-89 years"	"85-89"	30	Not Applicable	Not Applicable
	"Maine"	"23"	"Alcohol-induced causes"	"A"	"90-94 years"	"90-94"	15	Not Applicable	Not Applicable
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"< 1 year"	"1"	1554	266586	582.9
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"1-4 years"	"1-4"	249	1103732	22.6
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"5-9 years"	"5-9"	190	1496327	12.7
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"10-14 years"	"10-14"	238	1647454	14.4
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"15-19 years"	"15-19"	895	1757652	50.9
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"20-24 years"	"20-24"	1097	1543631	71.1
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"25-29 years"	"25-29"	1064	1468779	72.4
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"30-34 years"	"30-34"	1246	1543728	80.7
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"35-39 years"	"35-39"	1783	1710493	104.2
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"40-44 years"	"40-44"	2961	1902074	155.7
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"45-49 years"	"45-49"	5034	2037570	247.1
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"50-54 years"	"50-54"	8120	2059663	394.2
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"55-59 years"	"55-59"	11877	1902564	624.3
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"60-64 years "	"60-64"	15746	1619645	972.2
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"65-69 years"	"65-69"	19935	1315532	1515.4
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"70-74 years"	"70-74"	25262	1027252	2459.2
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"75-79 years"	"75-79"	32417	800565	4049.3
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"80-84 years"	"80-84"	39658	587658	6748.5
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"85-89 years"	"85-89"	40837	Not Applicable	Not Applicable
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"90-94 years"	"90-94"	29931	Not Applicable	Not Applicable
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"95-99 years"	"95-99"	12037	Not Applicable	Not Applicable
	"Maine"	"23"	"All other non-drug and non-alcohol causes"	"O"	"100+ years"	"100+"	2577	Not Applicable	Not Applicable
	"Maryland"	"24"	"Drug-induced causes"	"D"	"< 1 year"	"1"	18	1455859	Unreliable
	"Maryland"	"24"	"Drug-induced causes"	"D"	"1-4 years"	"1-4"	23	5822091	0.4
	"Maryland"	"24"	"Drug-induced causes"	"D"	"10-14 years"	"10-14"	22	7769799	0.3
	"Maryland"	"24"	"Drug-induced causes"	"D"	"15-19 years"	"15-19"	315	7783383	4.0
	"Maryland"	"24"	"Drug-induced causes"	"D"	"20-24 years"	"20-24"	1293	7444693	17.4
	"Maryland"	"24"	"Drug-induced causes"	"D"	"25-29 years"	"25-29"	2035	7640881	26.6
	"Maryland"	"24"	"Drug-induced causes"	"D"	"30-34 years"	"30-34"	2221	7783878	28.5
	"Maryland"	"24"	"Drug-induced causes"	"D"	"35-39 years"	"35-39"	2553	8158121	31.3
	"Maryland"	"24"	"Drug-induced causes"	"D"	"40-44 years"	"40-44"	2780	8522439	32.6
	"Maryland"	"24"	"Drug-induced causes"	"D"	"45-49 years"	"45-49"	3033	8641188	35.1
	"Maryland"	"24"	"Drug-induced causes"	"D"	"50-54 years"	"50-54"	2578	8288235	31.1
	"Maryland"	"24"	"Drug-induced causes"	"D"	"55-59 years"	"55-59"	1900	7272137	26.1
	"Maryland"	"24"	"Drug-induced causes"	"D"	"60-64 years "	"60-64"	887	5842421	15.2
	"Maryland"	"24"	"Drug-induced causes"	"D"	"65-69 years"	"65-69"	362	4511878	8.0
	"Maryland"	"24"	"Drug-induced causes"	"D"	"70-74 years"	"70-74"	187	3435929	5.4
	"Maryland"	"24"	"Drug-induced causes"	"D"	"75-79 years"	"75-79"	83	2648318	3.1
	"Maryland"	"24"	"Drug-induced causes"	"D"	"80-84 years"	"80-84"	67	1920649	3.5
	"Maryland"	"24"	"Drug-induced causes"	"D"	"85-89 years"	"85-89"	53	Not Applicable	Not Applicable
	"Maryland"	"24"	"Drug-induced causes"	"D"	"90-94 years"	"90-94"	35	Not Applicable	Not Applicable
	"Maryland"	"24"	"Drug-induced causes"	"D"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"Maryland"	"24"	"Alcohol-induced causes"	"A"	"15-19 years"	"15-19"	11	7783383	Unreliable
	"Maryland"	"24"	"Alcohol-induced causes"	"A"	"20-24 years"	"20-24"	47	7444693	0.6
	"Maryland"	"24"	"Alcohol-induced causes"	"A"	"25-29 years"	"25-29"	116	7640881	1.5
	"Maryland"	"24"	"Alcohol-induced causes"	"A"	"30-34 years"	"30-34"	157	7783878	2.0
	"Maryland"	"24"	"Alcohol-induced causes"	"A"	"35-39 years"	"35-39"	345	8158121	4.2
	"Maryland"	"24"	"Alcohol-induced causes"	"A"	"40-44 years"	"40-44"	550	8522439	6.5
	"Maryland"	"24"	"Alcohol-induced causes"	"A"	"45-49 years"	"45-49"	938	8641188	10.9
	"Maryland"	"24"	"Alcohol-induced causes"	"A"	"50-54 years"	"50-54"	1066	8288235	12.9
	"Maryland"	"24"	"Alcohol-induced causes"	"A"	"55-59 years"	"55-59"	972	7272137	13.4
	"Maryland"	"24"	"Alcohol-induced causes"	"A"	"60-64 years "	"60-64"	783	5842421	13.4
	"Maryland"	"24"	"Alcohol-induced causes"	"A"	"65-69 years"	"65-69"	520	4511878	11.5
	"Maryland"	"24"	"Alcohol-induced causes"	"A"	"70-74 years"	"70-74"	309	3435929	9.0
	"Maryland"	"24"	"Alcohol-induced causes"	"A"	"75-79 years"	"75-79"	194	2648318	7.3
	"Maryland"	"24"	"Alcohol-induced causes"	"A"	"80-84 years"	"80-84"	108	1920649	5.6
	"Maryland"	"24"	"Alcohol-induced causes"	"A"	"85-89 years"	"85-89"	37	Not Applicable	Not Applicable
	"Maryland"	"24"	"Alcohol-induced causes"	"A"	"90-94 years"	"90-94"	15	Not Applicable	Not Applicable
	"Maryland"	"24"	"All other non-drug and non-alcohol causes"	"O"	"< 1 year"	"1"	10766	1455859	739.5
	"Maryland"	"24"	"All other non-drug and non-alcohol causes"	"O"	"1-4 years"	"1-4"	1531	5822091	26.3
